expName,key_resp_debrief.rt,Age *,key_resp_10.keys,__datetime,Highest level of education completed so far (e.g~ High school/grade (US); GCSE/Secondary School (UK); A-Levels; Bachelor's degree etc~) *,slider_2.response,tut_text,choose_blocks.thisN,consent_form.ran,date,slider_3.response,key_resp_consent.rt,consent_form.thisN,block_name.thisTrialN,tut_graph_image,block_name.thisN,intro_text,tutorial_loop.thisIndex,new_questionText,consent_number,OS,consent_form.thisIndex,choose_blocks.ran,key_resp_debrief.keys,tutorial_loop.thisTrialN,participant,frameRate,block_name.ran,choose_blocks.thisRepN,__experimentName,consent_form.thisTrialN,slider_3.rt,study_id,tutorial_loop.thisRepN,Gender *,slider_2.rt,blank_graph_image,consent_form.thisRepN,key_resp_10.rt,choose_blocks.thisTrialN,block_name.thisIndex,tutorial_loop.thisN,graph_image,psychopyVersion,tutorial_loop.ran,block_name.thisRepN,key_resp_done.rt,key_resp_done.keys,slider_1.rt,choose_blocks.thisIndex,key_resp_consent.keys,slider_1.response,block_file,time_taken
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),NA,"That average is calculated using the 
 rainfall from all 30 days in that month",NA,NA,2020-06-16_21h31.17.975,NA,NA,NA,NA,tutorial_and_prac_graphs/tut5.png,NA,NA,5,NA,NA,Win32,NA,NA,NA,5,1,60,NA,NA,U_graphs_1,NA,NA,5ee91448dd71c9291b822a9d,0,Male,NA,NA,NA,NA,NA,NA,5,NA,2020.1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),NA,"The red circle shows the average for 
 the whole month",NA,NA,2020-06-16_21h31.17.975,NA,NA,NA,NA,tutorial_and_prac_graphs/tut6.png,NA,NA,6,NA,NA,Win32,NA,NA,NA,6,1,60,NA,NA,U_graphs_1,NA,NA,5ee91448dd71c9291b822a9d,0,Male,NA,NA,NA,NA,NA,NA,6,NA,2020.1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.4792566418008115,NA,NA,NA,2020-06-16_21h31.17.975,0.28458316974218045,NA,NA,0,NA,0,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,5.33587999996962,5ee91448dd71c9291b822a9d,NA,Male,6.4354549999698065,graphs/graph13b.png,NA,NA,NA,3,NA,graphs/graph13.png,2020.1.2,NA,0,3.0002199999871664,space,2.013875000004191,NA,NA,0.7246433712864809,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.5217903415783276,NA,NA,NA,2020-06-16_21h31.17.975,0.5479649260567989,NA,NA,1,NA,1,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.003575000038836,5ee91448dd71c9291b822a9d,NA,Male,2.0277200000127777,graphs/graph16b.png,NA,NA,NA,6,NA,graphs/graph16.png,2020.1.2,NA,0,0.9923199999611825,space,1.1479099999996834,NA,NA,0.35656327705797675,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.6444837063211623,NA,NA,NA,2020-06-16_21h31.17.975,0.6870174060986782,NA,NA,2,NA,2,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,2.9952899999916553,5ee91448dd71c9291b822a9d,NA,Male,1.8948199999867938,graphs/graph15b.png,NA,NA,NA,5,NA,graphs/graph15.png,2020.1.2,NA,0,0.8391650000121444,space,1.1038800000096671,NA,NA,0.5790472451249837,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.7491820442350479,NA,NA,NA,2020-06-16_21h31.17.975,0.3729223923570214,NA,NA,3,NA,3,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.294999999983702,5ee91448dd71c9291b822a9d,NA,Male,2.076734999951441,graphs/graph12b.png,NA,NA,NA,2,NA,graphs/graph12.png,2020.1.2,NA,0,0.47153000003891066,space,1.030979999981355,NA,NA,0.6755660253893471,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.39418924224577945,NA,NA,NA,2020-06-16_21h31.17.975,0.5855908912446015,NA,NA,4,NA,4,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,2.9771249999757856,5ee91448dd71c9291b822a9d,NA,Male,1.9413300000014715,graphs/graph14b.png,NA,NA,NA,4,NA,graphs/graph14.png,2020.1.2,NA,0,0.8860799999674782,space,1.1042949999682605,NA,NA,0.5774113335950792,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.5119748723989008,NA,NA,NA,2020-06-16_21h31.17.975,0.3336605156393143,NA,NA,5,NA,5,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.7118650000193156,5ee91448dd71c9291b822a9d,NA,Male,2.4115250000031665,graphs/graph18b.png,NA,NA,NA,8,NA,graphs/graph18.png,2020.1.2,NA,0,0.4208850000286475,space,1.1530149999889545,NA,NA,0.5545085721764168,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.6641146446800158,NA,NA,NA,2020-06-16_21h31.17.975,0.7017406098678185,NA,NA,6,NA,6,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.9311000000452623,5ee91448dd71c9291b822a9d,NA,Male,2.7794250000151806,graphs/graph10b.png,NA,NA,NA,0,NA,graphs/graph10.png,2020.1.2,NA,0,2.357669999997597,space,1.799189999990631,NA,NA,0.4040047114252062,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.7197356366967675,NA,NA,NA,2020-06-16_21h31.17.975,0.523426253108232,NA,NA,7,NA,7,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.1408700000029057,5ee91448dd71c9291b822a9d,NA,Male,2.0483600000152364,graphs/graph17b.png,NA,NA,NA,7,NA,graphs/graph17.png,2020.1.2,NA,0,1.072855000034906,space,0.8864700000267476,NA,NA,0.4514461457924356,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.654299175500589,NA,NA,NA,2020-06-16_21h31.17.975,0.6477555293809711,NA,NA,8,NA,8,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.924875000026077,5ee91448dd71c9291b822a9d,NA,Male,2.401740000001155,graphs/graph11b.png,NA,NA,NA,1,NA,graphs/graph11.png,2020.1.2,NA,0,0.6718349999864586,space,1.0048850000021048,NA,NA,0.43345111896348654,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),NA,NA,0,NA,2020-06-16_21h31.17.975,NA,NA,NA,NA,NA,NA,The following graphs show how pupils' exam grades changed in one year. The data are taken from 24 pupils from each teacher's class.,NA,NA,NA,Win32,NA,1,NA,NA,1,60,NA,0,U_graphs_1,NA,NA,5ee91448dd71c9291b822a9d,NA,Male,NA,NA,NA,NA,0,NA,NA,NA,2020.1.2,NA,NA,NA,NA,NA,1,NA,NA,lists/teachers_block.csv,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.7720848056537104,NA,NA,NA,2020-06-16_21h31.17.975,0.4874361994503338,NA,NA,0,NA,0,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.3255800000042655,5ee91448dd71c9291b822a9d,NA,Male,2.079599999997299,graphs/graph66b.png,NA,NA,NA,2,NA,graphs/graph66.png,2020.1.2,NA,0,0.6762649999582209,space,1.1193299999576993,NA,NA,0.7835361863630416,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.682109671508965,NA,NA,NA,2020-06-16_21h31.17.975,0.8211621515508443,NA,NA,1,NA,1,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.170204999973066,5ee91448dd71c9291b822a9d,NA,Male,2.1641299999901094,graphs/graph69b.png,NA,NA,NA,5,NA,graphs/graph69.png,2020.1.2,NA,0,0.4180250000208616,space,0.918805000022985,NA,NA,0.6493914409108756,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.3712864808271169,NA,NA,NA,2020-06-16_21h31.17.975,0.36474283470749913,NA,NA,2,NA,2,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.102279999991879,5ee91448dd71c9291b822a9d,NA,Male,1.8272950000246055,graphs/graph67b.png,NA,NA,NA,3,NA,graphs/graph67.png,2020.1.2,NA,0,0.16341500001726672,space,0.8751200000406243,NA,NA,0.5594163067661302,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.5430571914670855,NA,NA,NA,2020-06-16_21h31.17.975,0.5201544300484231,NA,NA,3,NA,3,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.559315000020433,5ee91448dd71c9291b822a9d,NA,Male,2.4193450000020675,graphs/graph70b.png,NA,NA,NA,6,NA,graphs/graph70.png,2020.1.2,NA,0,0.20475500001339242,space,1.1255349999992177,NA,NA,0.36474283470749913,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.38600968459625706,NA,NA,NA,2020-06-16_21h31.17.975,0.24532129302447325,NA,NA,4,NA,4,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.027300000016112,5ee91448dd71c9291b822a9d,NA,Male,1.8022199999541044,graphs/graph72b.png,NA,NA,NA,8,NA,graphs/graph72.png,2020.1.2,NA,0,0.5008349999552593,space,0.7815149999805726,NA,NA,0.4449024996728178,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.38600968459625706,NA,NA,NA,2020-06-16_21h31.17.975,0.4465384112027222,NA,NA,5,NA,5,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.9026799999992363,5ee91448dd71c9291b822a9d,NA,Male,2.525610000011511,graphs/graph64b.png,NA,NA,NA,0,NA,graphs/graph64.png,2020.1.2,NA,0,0.5613050000392832,space,1.0190350000048056,NA,NA,0.3074859311608429,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.3025781965711295,NA,NA,NA,2020-06-16_21h31.17.975,0.4547179688522446,NA,NA,6,NA,6,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.896245000010822,5ee91448dd71c9291b822a9d,NA,Male,2.6701450000400655,graphs/graph68b.png,NA,NA,NA,4,NA,graphs/graph68.png,2020.1.2,NA,0,0.8229350000037812,space,1.0692649999982677,NA,NA,0.49397984556995167,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.4481743227326267,NA,NA,NA,2020-06-16_21h31.17.975,0.19133621253762612,NA,NA,7,NA,7,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.444484999985434,5ee91448dd71c9291b822a9d,NA,Male,2.1857749999617226,graphs/graph65b.png,NA,NA,NA,1,NA,graphs/graph65.png,2020.1.2,NA,0,0.5067350000026636,space,1.1243399999802932,NA,NA,0.24204946996466437,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.32875278104960093,NA,NA,NA,2020-06-16_21h31.17.975,0.21914670854600193,NA,NA,8,NA,8,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.826954999996815,5ee91448dd71c9291b822a9d,NA,Male,2.2410149999777786,graphs/graph71b.png,NA,NA,NA,7,NA,graphs/graph71.png,2020.1.2,NA,0,0.4438300000037998,space,1.0116249999846332,NA,NA,0.2698599659730403,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),NA,NA,1,NA,2020-06-16_21h31.17.975,NA,NA,NA,NA,NA,NA,The following graphs show how much money different companies invest in sustainability. The data are taken from 24 companies from each country.,NA,NA,NA,Win32,NA,1,NA,NA,1,60,NA,0,U_graphs_1,NA,NA,5ee91448dd71c9291b822a9d,NA,Male,NA,NA,NA,NA,1,NA,NA,NA,2020.1.2,NA,NA,NA,NA,NA,7,NA,NA,lists/expenditure_block.csv,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.3058500196309384,NA,NA,NA,2020-06-16_21h31.17.975,0.27803952362256257,NA,NA,0,NA,0,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.1525600000168197,5ee91448dd71c9291b822a9d,NA,Male,2.1361500000348315,graphs/graph61b.png,NA,NA,NA,6,NA,graphs/graph61.png,2020.1.2,NA,0,0.442975000012666,space,1.1360449999920093,NA,NA,0.7066483444575318,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.6510273524407801,NA,NA,NA,2020-06-16_21h31.17.975,0.43181520743358204,NA,NA,1,NA,1,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,2.869315000018105,5ee91448dd71c9291b822a9d,NA,Male,1.7402799999690615,graphs/graph59b.png,NA,NA,NA,4,NA,graphs/graph59.png,2020.1.2,NA,0,1.0132500000181608,space,0.840459999977611,NA,NA,0.4105483575448241,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.5921345373642195,NA,NA,NA,2020-06-16_21h31.17.975,0.413820180604633,NA,NA,2,NA,2,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.102914999995846,5ee91448dd71c9291b822a9d,NA,Male,3.1283800000092015,graphs/graph60b.png,NA,NA,NA,5,NA,graphs/graph60.png,2020.1.2,NA,0,0.3760500000207685,space,1.2863300000317395,NA,NA,0.6232168564324042,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.22241853160581082,NA,NA,NA,2020-06-16_21h31.17.975,0.2682240544431358,NA,NA,3,NA,3,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.5418550000176765,5ee91448dd71c9291b822a9d,NA,Male,2.473569999972824,graphs/graph58b.png,NA,NA,NA,3,NA,graphs/graph58.png,2020.1.2,NA,0,0.14659499999834225,space,1.2699500000453554,NA,NA,0.1995157701871484,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.5954063604240283,NA,NA,NA,2020-06-16_21h31.17.975,0.7900798324826594,NA,NA,4,NA,4,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.475800000014715,5ee91448dd71c9291b822a9d,NA,Male,2.098004999978002,graphs/graph63b.png,NA,NA,NA,8,NA,graphs/graph63.png,2020.1.2,NA,0,1.568485000054352,space,1.3032400000374764,NA,NA,0.5512367491166079,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.39582515377568384,NA,NA,NA,2020-06-16_21h31.17.975,0.6379400602015444,NA,NA,5,NA,5,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.9552549999789335,5ee91448dd71c9291b822a9d,NA,Male,2.4073649999918416,graphs/graph56b.png,NA,NA,NA,1,NA,graphs/graph56.png,2020.1.2,NA,0,1.7738200000021607,space,1.1575450000236742,NA,NA,0.5806831566548882,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.7344588404659077,NA,NA,NA,2020-06-16_21h31.17.975,0.7720848056537104,NA,NA,6,NA,6,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.0939999999827705,5ee91448dd71c9291b822a9d,NA,Male,3.145665000018198,graphs/graph55b.png,NA,NA,NA,0,NA,graphs/graph55.png,2020.1.2,NA,0,0.8737100000143982,space,1.0297600000048988,NA,NA,0.7524538672948569,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.24368538149456886,NA,NA,NA,2020-06-16_21h31.17.975,0.28621908127208484,NA,NA,7,NA,7,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.815875000029337,5ee91448dd71c9291b822a9d,NA,Male,2.1119899999466725,graphs/graph62b.png,NA,NA,NA,7,NA,graphs/graph62.png,2020.1.2,NA,0,1.4710249999770895,space,1.2097300000023097,NA,NA,0.2240544431357152,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.25186493914409114,NA,NA,NA,2020-06-16_21h31.17.975,0.36474283470749913,NA,NA,8,NA,8,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,5.763764999981504,5ee91448dd71c9291b822a9d,NA,Male,3.920415000000503,graphs/graph57b.png,NA,NA,NA,2,NA,graphs/graph57.png,2020.1.2,NA,0,1.1452549999812618,space,1.236635000037495,NA,NA,0.24041355843475998,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),NA,NA,2,NA,2020-06-16_21h31.17.975,NA,NA,NA,NA,NA,NA,The following graphs show the average trip length for 24 taxi drivers in various cities.,NA,NA,NA,Win32,NA,1,NA,NA,1,60,NA,0,U_graphs_1,NA,NA,5ee91448dd71c9291b822a9d,NA,Male,NA,NA,NA,NA,2,NA,NA,NA,2020.1.2,NA,NA,NA,NA,NA,6,NA,NA,lists/taxi_block.csv,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.6690223792697292,NA,NA,NA,2020-06-16_21h31.17.975,0.7508179557649524,NA,NA,0,NA,0,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,4.426549999974668,5ee91448dd71c9291b822a9d,NA,Male,2.1694900000002235,graphs/graph39b.png,NA,NA,NA,2,NA,graphs/graph39.png,2020.1.2,NA,0,1.675890000013169,space,1.0886649999883957,NA,NA,0.6428477947912578,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.6608428216202069,NA,NA,NA,2020-06-16_21h31.17.975,0.7769925402434237,NA,NA,1,NA,1,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.559099999954924,5ee91448dd71c9291b822a9d,NA,Male,5.147934999957215,graphs/graph38b.png,NA,NA,NA,1,NA,graphs/graph38.png,2020.1.2,NA,0,2.962279999977909,space,0.8533900000038557,NA,NA,0.7819002748331372,NA,13.684766666666667
﻿U_graphs_1,NA,27,NA,2020-06-16_21h31.17.975,Bachelor's degree (Healthcare science),0.3778301269467348,NA,NA,NA,2020-06-16_21h31.17.975,0.5545085721764168,NA,NA,2,NA,2,NA,NA,NA,NA,Win32,NA,NA,NA,NA,1,60,1,NA,U_graphs_1,NA,3.6861749999807216,5ee91448dd71c9291b822a9d,NA,Male,2.486220000020694,graphs/graph45b.png,NA,NA,NA,8,NA,graphs/graph45.png,2020.1.2,NA,0,0.4180250000208616,space,0.7389100000145845,NA,NA,0.35819918858788125,NA,13.684766666666667
